2023-10-08:00:00,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.4999999999977263,2.5000000000048317,2.4999999999977263,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786
2023-10-08:01:00,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.448275862062644,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.448275862062644,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.4482758620697496,3.448275862062644,3.4482758620697496
2023-10-08:02:00,3.4482758620697496,3.4482758620697496,3.4482758620697496,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.6315789473656537,2.631578947372759,2.6315789473656537,2.631578947372759,2.6315789473656537,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786
2023-10-08:03:00,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,2.5641025641007786,2.5641025641007786,2.564102564107884,2.5641025641007786,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694
2023-10-08:04:00,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.2258064516099694,3.225806451617075,3.2258064516099694,3.225806451617075,3.2258064516099694,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,3.999999999997783,4.0000000000048885,3.999999999997783,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,4.9999999999954525
2023-10-08:05:00,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,6.250000000001421,6.250000000001421,6.249999999994316,6.250000000001421,6.250000000001421,6.250000000001421,6.250000000001421,6.250000000001421,6.249999999994316,6.250000000001421,6.250000000001421,6.250000000001421,6.250000000001421,6.249999999994316,6.250000000001421,6.250000000001421,4.761904761906521,4.761904761899416,4.761904761906521,4.761904761906521,4.761904761906521,4.761904761899416,4.761904761906521,4.761904761906521,4.761904761899416,4.761904761906521,4.761904761906521,4.761904761906521,4.761904761899416,4.761904761906521,4.761904761906521,4.761904761899416,4.761904761906521,4.761904761906521,4.761904761906521
2023-10-08:06:00,4.761904761899416,4.761904761906521,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,7.692307692309441,7.692307692309441,7.692307692302336,7.692307692309441,7.692307692309441,7.692307692309441,7.692307692302336,7.692307692309441,7.692307692309441,7.692307692309441,7.692307692302336,7.692307692309441,7.692307692309441,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666660603,6.666666666667709,6.666666666667709,6.666666666667709
2023-10-08:07:00,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666660603,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666660603,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666660603,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666667709,6.666666666660603,6.666666666667709,6.666666666667709,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555552871,5.555555555559977,5.555555555552871,5.555555555559977,5.555555555552871,5.882352941178226,5.882352941178226,5.882352941171121,5.882352941178226,5.882352941178226,5.882352941178226,5.882352941171121,5.882352941178226,5.882352941178226,5.882352941178226,5.882352941171121,5.882352941178226,5.882352941178226,5.882352941178226,5.882352941171121,5.882352941178226,5.882352941178226,66.66666666666998,66.66666666666288
2023-10-08:08:00,66.66666666666998,199.99999999999574,100.00000000000142,200.00000000000284,199.99999999999574,100.00000000000142,200.00000000000284,199.99999999999574,200.00000000000284,100.00000000000142,199.99999999999574,200.00000000000284,199.99999999999574,100.00000000000142,200.00000000000284,199.99999999999574,200.00000000000284,100.00000000000142,199.99999999999574,200.00000000000284,200.00000000000284,166.6666666666643,166.6666666666714,166.6666666666643,99.99999999999432,200.00000000000284,200.00000000000284,99.99999999999432,100.00000000000142,100.00000000000142,100.00000000000142,199.99999999999574,200.00000000000284,200.00000000000284,99.99999999999432,200.00000000000284,200.00000000000284,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,8.33333333333286,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545450411
2023-10-08:09:00,4.545454545457517,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545457517,4.545454545450411,4.545454545457517,4.545454545450411,4.545454545457517,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894738413,5.263157894731307,5.263157894738413,5.263157894738413,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558,4.9999999999954525,5.000000000002558,5.000000000002558
